t_sec,nprocs,footprint_bytes,cpu_nanos
0.0,93,5067105072,84220831649
1.0,92,5033172584,84265795355
2.0,92,5033172584,84589513733
3.0,92,5033025128,84926152614
4.0,92,5032746576,85327586820
5.0,92,5028929104,85879087449
6.1,93,5066662896,88096609274
7.1,93,5067482096,88477205990
8.1,93,5066990480,89026094227
9.1,93,5066056568,89445960146
10.1,93,5066843048,89802714981
11.1,93,5095154792,91151952896
12.1,94,5123434920,91971303554
13.1,94,5119093208,92860474060
14.2,94,5139425776,94239647813
15.2,94,5161789984,95380732517
16.2,94,5151304224,95951869142
17.3,101,5370415520,97912298512
18.3,109,5695796248,101523337802
19.3,124,6260341784,105699270291
20.3,124,6270942304,106570517296
21.3,121,6200749840,108216640253
22.7,112,6023005456,112580903214
23.8,114,6169055120,117021563920
24.9,112,6166185712,119275424218
25.9,109,6083835888,121416665173
26.9,109,6094354488,123237576842
27.9,109,6083704888,123609592055
28.9,109,6076905624,124375218469
29.9,109,6077085848,124653956516
30.9,109,6073301144,125370013637
32.0,109,6067173528,125926294594
33.0,109,6082197656,126574512924
34.0,109,6092241048,127811733589
35.0,109,6085572736,128057342839
36.0,109,6081640576,128314880382
37.0,109,6081689728,128574203049
38.0,109,6077462656,128943462379
39.0,109,6076971136,129342685469
40.1,109,6076758144,129692736429
41.1,109,6076594304,129948541846
42.1,109,6076545152,130272917178
43.1,109,6076774528,130643586928
44.1,109,6076676176,130970737845
45.1,109,6076725328,131263066848
46.2,109,6076954728,131551920845
47.2,109,6077069416,131835782260
48.2,109,6077020264,132114572137
49.2,109,6077036648,132371612762
50.2,109,6077069416,132604912927
51.2,109,6081788104,132958940970
52.2,109,6078298336,133829324839
53.2,109,6077872352,134090956471
54.2,109,6090930424,134436115551
55.2,109,6080870624,135367808254
56.2,109,6076561656,135616226096
57.3,109,6075545848,135955675048
58.3,109,6074775800,136263045881
59.3,109,6070532344,136649196090
60.3,109,6068730104,136940518758
61.3,109,6068402616,137922702135
62.3,109,6068468152,138144347093
63.3,109,6077626808,138590708513
64.3,109,6078020024,138813936962
65.3,109,6078085560,139018492008
66.3,109,6079543760,139303931302
67.3,110,6111804840,140022974299
68.4,110,6129270544,140280196296
69.4,110,6129303312,140492641674
70.4,110,6129319696,140737257595
71.4,110,6135316312,141816229880
72.4,110,6172770160,142649587337
