t_sec,nprocs,footprint_bytes,cpu_nanos
0.0,11,643294856,13282675118
1.0,11,643524232,13286245285
2.0,11,642492040,13306602576
3.0,11,642164360,13310860784
4.0,11,641820296,13314621118
5.0,11,641689224,13318149326
6.0,11,641689224,13321158992
7.0,11,642279048,13342812450
8.1,11,641967752,13348730743
9.1,11,641934984,13352199493
10.1,11,641934984,13355366534
11.1,11,641934984,13358541992
12.1,11,641951368,13367736243
13.1,11,641951368,13370849659
14.1,11,641951368,13374044034
15.1,11,641951368,13377229826
16.1,11,648455816,13540416576
17.1,11,643262088,13566801825
18.1,11,637904520,13572159742
19.1,11,639100576,13607229493
20.1,11,668460776,13963383534
21.1,11,657581800,13981677201
22.1,11,650569448,13995881741
23.1,11,650438376,14004277741
24.1,11,650684136,14009856491
25.1,11,650946280,14015146117
26.2,11,650897128,14019729616
27.2,11,718169832,14221679242
28.2,11,755230440,14376057659
29.2,11,669640424,14424935493
30.2,11,684353256,14451961199
31.2,11,649078504,14459608533
32.2,11,649340648,14471090990
33.2,11,649160424,14485199615
34.2,11,648931048,14494609993
35.2,11,648636136,14501599491
36.2,11,648570600,14506181866
37.2,11,648570600,14514571282
38.2,11,648341224,14517814908
39.2,11,648308456,14522313907
40.2,11,648193744,14525741823
41.2,11,647947984,14528965698
42.2,11,648111824,14541522365
43.3,11,648029904,14545556116
44.3,11,648029904,14549141199
45.3,11,648013520,14552697741
46.3,11,678913792,14913631283
47.3,11,678110976,15045145701
48.3,11,677816064,15050006784
49.3,11,678487808,15070641991
50.3,11,678438656,15075675657
51.3,11,678078208,15080267743
52.3,11,678340352,15100863951
53.3,11,678176512,15107106242
54.3,11,678110976,15111458161
55.3,11,678110976,15114586786
56.3,11,678110976,15119745327
57.3,11,678029056,15130425619
58.3,11,678029056,15133577827
59.4,11,678029056,15137101161
60.4,11,678242048,15200042119
61.4,11,674735848,15212579996
62.4,11,674096872,15225440160
63.4,11,674113256,15228663159
64.4,11,674064104,15232174701
65.4,11,674064104,15235127034
66.4,11,674309864,15254542241
67.4,11,674211560,15264113783
68.4,11,674211560,15267276409
69.4,11,674211560,15269897034
70.4,11,674211560,15275857076
71.4,11,674113256,15280382451
72.4,11,673949392,15295980994
73.4,11,673834704,15301127993
74.5,11,673834704,15311537951
75.5,11,673834704,15316396034
76.5,11,671721168,15442731410
77.5,11,663185104,15513775408
78.5,11,662873808,15527683992
79.5,11,668673768,15730715533
80.5,11,671393512,15904217117
81.5,11,668100328,15919349077
82.5,11,663135976,15933439327
83.5,11,663250664,15938208785
84.5,11,663250664,15941773410
85.5,11,663185128,15945900118
86.5,11,663185128,15950029616
87.5,11,663299816,15964045033
88.5,11,663267048,15971200866
89.5,11,663250664,15979190200
90.5,11,662939368,15983730199
91.6,11,662595304,15988350950
92.6,11,662365928,15998478240
93.6,11,662578920,16002770948
94.6,11,662808296,16007373032
95.6,11,662808296,16011135991
96.6,11,662808296,16014463198
97.6,11,662972136,16032898826
98.6,11,662955752,16039411699
99.6,11,662873832,16044212325
100.6,11,662873832,16048154242
101.6,11,662873832,16051757492
102.6,11,662873832,16063972200
103.6,11,662857448,16068094658
104.6,11,662857448,16072481824
105.6,11,662857448,16076995491
106.6,11,691660520,16617818116
107.7,11,685336296,16833755408
108.7,11,683845352,16842098783
109.7,11,691070696,16933975116
110.7,11,690923264,16944634991
111.7,11,689317632,16951620742
112.7,11,687908608,17047420034
113.7,11,687351552,17051911367
114.7,11,687253248,17055199075
115.7,11,687105792,17058403700
116.7,11,687040256,17063151866
117.7,11,687040256,17080145160
118.7,11,686991104,17082921076
119.7,11,686991104,17085512368
120.7,11,686941952,17090280284
121.7,11,686909184,17098668701
122.7,11,686745344,17103633576
123.8,11,671393536,17109413743
124.8,11,658122472,17112769368
125.8,11,653993704,17115827285
126.8,11,654403304,17139871617
127.8,11,654288616,17145857742
128.8,11,654272232,17148819451
129.8,11,654272232,17151420868
130.8,11,654272232,17154008326
131.8,11,654255848,17166143368
132.8,11,654288616,17170139369
133.8,11,654288616,17173007410
134.8,11,654370536,17183201117
135.8,11,654272232,17191758201
136.8,11,664151760,17416847993
137.8,11,655943376,17437953741
138.8,11,656189136,17449406200
139.9,11,694019792,17903527409
140.9,11,668690128,17935098867
141.9,11,664282832,17955792575
142.9,11,662365904,17996194243
143.9,11,660989648,18009524451
144.9,11,660924112,18022376076
145.9,11,660924112,18033217451
146.9,11,660874960,18057955327
147.9,11,660809424,18068689662
148.9,11,660809424,18078144203
149.9,11,660514512,18091791119
150.9,11,660481744,18102069369
151.9,11,660498128,18120731077
152.9,11,659908304,18133334786
153.9,11,659646160,18145252827
154.9,11,659646160,18156936243
155.9,11,659646160,18168471619
156.9,11,659646160,18198464952
158.0,11,659646160,18210638077
159.0,11,659646160,18221761285
160.0,11,659646160,18233990911
161.0,11,659629776,18246065243
162.0,11,659629776,18265155745
163.0,11,659629776,18276397536
164.0,11,659613392,18288745120
165.0,11,659613392,18301020078
166.0,11,660678352,18380445534
167.0,11,659072768,18669473701
168.0,11,653354752,18684100574
169.0,11,653911808,18687761867
170.0,11,654944000,18728248450
171.0,11,654812928,18733482616
172.0,11,654583552,18750756949
173.0,11,654534400,18754396492
174.0,11,654534400,18758235908
175.1,11,654518016,18764463158
176.1,11,654452480,18768049700
177.1,11,654173952,18780428075
178.1,11,654190336,18786331076
179.1,11,654173952,18790211492
180.1,11,654141184,18798761324
181.1,11,654124800,18801825741
182.1,11,654108416,18809055408
183.1,11,654108416,18811758699
184.1,11,654108416,18814671741
185.1,11,654059264,18817802825
186.1,11,654059264,18820566575
187.1,11,654026496,18831602491
188.1,11,654026496,18834461449
189.1,11,654026496,18837461199
190.1,11,654026496,18840589949
191.1,11,654026496,18843305949
192.2,11,654026496,18856115991
193.2,11,654026496,18859125325
194.2,11,654141184,18955643283
195.2,11,652683008,18969831116
196.2,10,642311432,19020226118
197.2,10,641721608,19097091617
198.2,10,637920520,19118216243
199.2,10,636757256,19182490827
200.2,10,658842888,19527717492
201.2,10,650028296,19544538993
202.2,10,642671880,19564507576
203.2,10,642704648,19570127952
204.2,10,642655496,19573498911
205.2,10,642475272,19589297451
206.2,10,642278664,19595167409
207.3,10,642229512,19613115077
208.3,10,641787144,19622052577
209.3,10,640607496,19633424576
210.3,10,639984904,19640846327
211.3,10,639771912,19644027452
212.3,10,639804680,19671355076
213.3,10,639804680,19674456410
214.3,10,639739144,19677731827
215.3,10,639739144,19680711660
216.3,10,639706376,19683847743
217.3,10,639575304,19696999994
218.3,10,639575304,19699717161
219.3,10,639575304,19702370077
220.3,10,639575304,19705159452
221.3,10,639558920,19708453911
222.3,10,639558920,19717488160
223.4,10,639542536,19720350993
224.4,10,713499912,20039828202
225.4,10,643245320,20064484161
226.4,10,648094984,20326492328
227.4,10,642802976,20399479494
228.4,10,699147552,20566762870
229.4,10,733406496,20760820700
230.4,10,703685920,20950224659
231.4,10,677733664,21036896452
232.4,10,663561504,21059732990
233.4,10,642852128,21065068952
234.4,10,642557216,21071221118
235.4,10,642704672,21075699494
236.4,10,642475296,21084872910
237.4,10,642278688,21097674492
238.4,10,642327840,21101714200
239.5,10,642131232,21105528492
240.5,10,642131232,21108699575
241.5,10,641852704,21114381368
242.5,10,641803552,21125825369
243.5,10,641787168,21128683869
244.5,10,641787168,21131511910
245.5,10,641787168,21136275034
246.5,10,641787168,21139001034
247.5,4,319951144,14561185456
248.5,4,271601936,14586337164
249.5,4,270438672,14589819248
250.5,4,270438672,14589971956
251.5,4,270438672,14590366372
252.5,4,270160144,14602616955
253.5,4,269897976,14604131330
254.5,4,269930744,14604131330
255.5,4,269930744,14604131330
256.5,4,270078200,14611373539
257.6,4,269881592,14620953081
258.6,4,269816056,14621474331
259.6,4,289722616,14883676705
260.6,4,319213816,14987037455
261.6,4,286904568,14993842622
262.6,4,283939064,15001940123
263.6,4,284020984,15003123456
264.6,4,284545272,15003226290
265.6,4,284463352,15003783623
266.6,4,284414200,15004118416
267.6,4,284414200,15008606791
268.6,4,284365048,15008722707
269.6,4,284299512,15010574332
270.6,4,283119864,15012355956
271.6,4,283119864,15012540789
272.6,4,283349240,15021279665
273.6,4,283267320,15022764289
274.7,4,283316472,15023090956
275.7,4,281940216,15117508623
276.7,4,271470816,15130923581
277.7,4,270700768,15142899247
278.7,4,270684384,15143453622
279.7,4,270684384,15144469206
280.7,4,270749920,15144851539
281.7,4,270749920,15144851539
282.7,4,270979296,15155599372
283.7,4,271012064,15156015289
284.7,4,271012064,15157810331
285.7,4,270930144,15159065580
286.7,4,270880992,15168480663
287.7,4,270799072,15175558788
288.7,4,270799072,15175614455
289.7,4,270799072,15175614455
290.7,4,271274208,15188402956
291.7,4,271274208,15201150539
292.8,4,271601888,15242324331
293.8,4,324522208,15427080205
294.8,4,333336800,15601855039
295.8,4,324620512,15792802582
296.8,4,324931808,15999434997
297.8,4,326865120,16193116372
298.8,4,325636320,16368377581
299.8,4,293343456,16469531622
300.8,4,344412408,16712791122
301.8,4,343068920,16729364123
302.8,4,272797944,16734665248
303.8,4,272781560,16735562872
304.8,4,272716024,16737255872
305.8,4,272404728,16740513623
306.8,4,271405280,16753548038
307.9,4,271241440,16755697622
308.9,4,271143136,16756590454
309.9,4,270962912,16759564704
310.9,4,270946528,16760383955
311.9,4,271061216,16772387329
312.9,4,270946528,16773425830
313.9,4,270946528,16773425830
314.9,4,270946528,16773425830
315.9,4,271012064,16775018455
316.9,4,271192288,16787332455
317.9,4,270995680,16789535207
318.9,4,270995680,16789708707
319.9,4,293228792,17122609415
320.9,4,286658808,17133396123
321.9,4,278941944,17160675413
322.9,4,278040824,17165999747
323.9,4,278040824,17168506997
325.0,4,277942520,17168832581
326.0,4,278139128,17168832581
327.0,4,278237432,17175196372
328.0,4,270323792,17186203580
329.0,4,270241872,17188128121
330.0,4,270028880,17191665205
